init,type,geometry,geo params,constraints,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
umap:cosine,map geo,chebyshev_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.131837208,0.013739337,1,0,0.781657502,0.018459604,1.27786712,0.169164425,51,0.131837208,0.168470433,0.131686178
isomap:15,map geo,random_sine_waves,4,"('variance', 'A', 'R', 'n', 'r')",10,0.132772849,0.022372895,1,0,0.834009902,0.017683975,1.27506417,0.142151191,61,0.132772849,0.169293902,0.141192791
umap:cosine,map geo,legendre_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.131171875,0.0156192,1,0,0.789691832,0.013225644,1.293022759,0.269457967,31,0.131171875,0.169608219,0.133938225
isomap:15,map geo,legendre_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.14147764,0.023785218,1,0,0.860693932,0.014112167,1.203659671,0.115521521,61,0.14147764,0.170290929,0.146568369
umap:euclidean,map geo,mobius strip,,"('variance', 'A', 'R', 'n', 'r')",10,0.131706201,0.0098496,0.950446429,0.033159156,0.80302985,0.012132122,1.230641828,0.201850227,31,0.138572988,0.170533715,0.136943663
umap:cosine,map geo,laguerre_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.125854563,0.014504333,1,0,0.777734739,0.01535555,1.368237094,0.261546066,41,0.125854563,0.172198881,0.133925052
umap:cosine,map geo,random_sine_waves,5,"('variance', 'A', 'R', 'n', 'r')",10,0.137390892,0.017883669,1,0,0.826971446,0.040819151,1.260420499,0.104581596,51,0.137390892,0.173170297,0.143206891
umap:cosine,map geo,laguerre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.129076192,0.013405822,1,0,0.781133345,0.01552171,1.347526841,0.210143308,41,0.129076192,0.173933633,0.135865361
isomap:15,map geo,laguerre_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.142865271,0.020225292,1,0,0.882596739,0.013990134,1.220462253,0.178317358,51,0.142865271,0.174361671,0.153891042
umap:cosine,map geo,legendre_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.130252766,0.011423025,1,0,0.775055908,0.012804208,1.344407503,0.261035302,41,0.130252766,0.175112796,0.135722207
umap:cosine,map geo,chebyshev_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.126538509,0.011493115,1,0,0.777697543,0.015268454,1.38784236,0.21149509,41,0.126538509,0.175615503,0.136575745
umap:cosine,map geo,laguerre_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.134118526,0.019181976,1,0,0.793151095,0.012959374,1.312747053,0.177130491,31,0.134118526,0.1760637,0.139645116
isomap:15,map geo,legendre_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.14300137,0.021557621,1,0,0.876451975,0.010156818,1.232917441,0.204815315,51,0.14300137,0.176308884,0.154526269
isomap:15,map geo,chebyshev_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.139227655,0.024081318,1,0,0.86110921,0.015429778,1.273253188,0.203751764,41,0.139227655,0.177272055,0.1526506
umap:cosine,map geo,random_sine_waves,3,"('variance', 'A', 'R', 'n', 'r')",10,0.140673818,0.015634845,1,0,0.832578305,0.028786289,1.2606238,0.089076481,41,0.140673818,0.177336763,0.147646742
umap:cosine,map geo,legendre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.131321626,0.01103393,0.995714286,0.012857143,0.783801527,0.014964358,1.344698747,0.316779712,31,0.131886856,0.177348089,0.139005703
umap:cosine,map geo,chebyshev_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.131684244,0.015489713,1,0,0.802181913,0.019017794,1.353425778,0.220916431,21,0.131684244,0.178224851,0.142968752
isomap:15,map geo,linear,,"('variance', 'A', 'R', 'n', 'r')",10,0.149457079,0.019959703,1,0,0.876953115,0.013637786,1.204356085,0.121004125,41,0.149457079,0.179999543,0.15785116
umap:cosine,map geo,random_sine_waves,4,"('variance', 'A', 'R', 'n', 'r')",10,0.143868095,0.017231187,1,0,0.84496243,0.038628119,1.257877838,0.17795407,31,0.143868095,0.180968489,0.152911574
umap:cosine,map geo,mobius strip,,"('variance', 'A', 'R', 'n', 'r')",10,0.125131302,0.010852614,1,0,0.802547484,0.021676078,1.455025894,0.600038234,41,0.125131302,0.182069285,0.146119246
umap:cosine,map geo,random_sine_waves,2,"('variance', 'A', 'R', 'n', 'r')",10,0.137785088,0.021753618,1,0,0.823266265,0.031183644,1.353336898,0.335267218,41,0.137785088,0.186469643,0.153514167
isomap:15,map geo,none,,"('variance', 'A', 'R', 'n', 'r')",10,0.142881128,0.019723308,0.995714286,0.012857143,0.894164053,0.026025719,1.354909887,0.524512127,51,0.143496111,0.1944243,0.17384722
umap:euclidean,map geo,chebyshev_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.144421343,0.015115761,0.945267857,0.083907509,0.794931035,0.019438552,1.294069437,0.25190128,11,0.152783512,0.197712473,0.157167781
isomap:15,map geo,chebyshev_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.144936531,0.02349303,1,0,0.875245842,0.012239943,1.365236995,0.526814401,61,0.144936531,0.197872714,0.17318727
umap:euclidean,map geo,laguerre_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.137543936,0.014190013,0.949642857,0.039125485,0.777853736,0.023462661,1.370687,0.265253134,21,0.144837541,0.198526934,0.154424917
kernel pca:rbf,map geo,mobius strip,,"('variance', 'A', 'R', 'n', 'r')",10,0.159945205,0.011518912,1,0,0.791501412,0.008240098,1.242159718,0.100210106,41,0.159945205,0.198677491,0.157253515
PCA,multi w GP geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",5,0.16445756,0.064121975,0.982857143,0.034285714,0.81725206,0.036260783,1.189403874,0.150884301,11,0.167326006,0.1990182,0.162648034
umap:euclidean,map geo,legendre_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.142544669,0.012374174,0.94547619,0.040305751,0.779673563,0.020867103,1.337592045,0.235385317,21,0.150764948,0.201661995,0.157230526
kernel pca:rbf,map geo,fourier_basis,7,"('variance', 'A', 'R', 'n', 'r')",10,0.118450185,0.014880656,0.567589286,0.064149637,0.883465765,0.017358482,0.984143651,0.061748558,21,0.20868996,0.205380899,0.181446993
isomap:15,map geo,legendre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.144437379,0.02271739,1,0,0.869578216,0.013001715,1.431253499,0.856045573,51,0.144437379,0.206726504,0.179764865
umap:euclidean,map geo,laguerre_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.139499019,0.011227598,0.958690476,0.043749757,0.799237206,0.024639745,1.428596265,0.376009117,21,0.145509966,0.207874994,0.16614143
umap:euclidean,map geo,legendre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.144834569,0.010538478,0.959017857,0.038835591,0.783026407,0.017905736,1.380777473,0.113222314,31,0.15102385,0.20853033,0.163284755
umap:euclidean,map geo,random_sine_waves,3,"('variance', 'A', 'R', 'n', 'r')",10,0.148383876,0.013925757,0.987380952,0.026811892,0.843511101,0.039029694,1.406288202,0.348361595,11,0.15028027,0.211337371,0.178265418
umap:euclidean,map geo,random_sine_waves,5,"('variance', 'A', 'R', 'n', 'r')",10,0.143328147,0.012366231,0.978690476,0.028484242,0.828683034,0.024389598,1.462014523,0.557567625,41,0.146448903,0.214110424,0.177429676
PCA,map geo,laguerre_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.142716068,0.020284799,1,0,0.763401329,0.011903825,1.530982026,0.237325814,31,0.142716068,0.218495735,0.166799935
PCA,map geo,laguerre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.136037329,0.018698727,1,0,0.751878334,0.010985444,1.610264531,0.461454832,41,0.136037329,0.219056086,0.164703525
isomap:15,map geo,chebyshev_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.142074538,0.021477128,1,0,0.86847955,0.013628665,1.550092587,1.180163053,61,0.142074538,0.220228688,0.191264112
isomap:15,map geo,laguerre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.136288048,0.018818764,1,0,0.865527441,0.011169457,1.623527605,1.216835989,61,0.136288048,0.221267408,0.191513013
umap:euclidean,map geo,sphere,,"('variance', 'A', 'R', 'n', 'r')",10,0.142030384,0.007916219,0.987142857,0.01963961,0.907889565,0.017890053,1.554229639,0.318629915,31,0.143880274,0.223622986,0.203024975
umap:euclidean,map geo,laguerre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.138843908,0.006801111,1,0,0.745989188,0.018096718,1.63345181,0.786669518,1,0.138843908,0.226794833,0.169186493
umap:euclidean,map geo,chebyshev_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.14650624,0.012608338,0.949642857,0.039125485,0.785766348,0.013216944,1.508067698,0.30015842,41,0.154275092,0.232657284,0.182814264
umap:euclidean,map geo,legendre_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.143817065,0.012532606,0.953928571,0.041957066,0.78852046,0.011312718,1.550142748,0.364829072,31,0.150762928,0.23370406,0.184280433
umap:euclidean,map geo,none,,"('variance', 'A', 'R', 'n', 'r')",10,0.138906475,0.015791016,0.968392857,0.036191455,0.791279529,0.017753694,1.632497414,0.481456518,31,0.14344021,0.234165772,0.185290582
umap:euclidean,map geo,linear,,"('variance', 'A', 'R', 'n', 'r')",10,0.144481773,0.014230231,0.95452381,0.041426134,0.79680654,0.018057766,1.565295285,0.853948707,21,0.151365289,0.236931374,0.188788468
umap:euclidean,map geo,chebyshev_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.144157773,0.008431251,0.968392857,0.036191455,0.799023771,0.015832368,1.602275833,0.642753279,11,0.148862904,0.238519434,0.190582697
PCA,map geo,laguerre_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.14020432,0.02108392,1,0,0.751875949,0.011362579,1.765522273,0.616161733,21,0.14020432,0.24753385,0.186114748
PCA,multi w GP geo,fourier_basis,6,"('variance',)",10,0.139395345,0.021583648,1,0,0.80342414,0.037064776,1.798465376,0.828492223,11,0.139395345,0.250697702,0.201416586
umap:euclidean,map geo,chebyshev_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.1414765,0.012323439,0.949642857,0.039125485,0.77888796,0.017414541,1.692884989,0.616910586,31,0.148978639,0.252203701,0.196438426
umap:euclidean,map geo,laguerre_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.13947137,0.010861024,0.949642857,0.039125485,0.794905308,0.013156166,1.783703887,0.626614652,31,0.146867181,0.261967562,0.208239406
umap:euclidean,map geo,random_sine_waves,4,"('variance', 'A', 'R', 'n', 'r')",10,0.144322035,0.021704314,0.978571429,0.021428571,0.822437066,0.013771154,1.794072173,1.583899992,51,0.147482372,0.264594019,0.217611929
PCA,map geo,chebyshev_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.141351814,0.016418719,1,0,0.757416004,0.01007497,1.880979521,0.589993926,41,0.141351814,0.265879867,0.201381666
PCA,map geo,laguerre_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.14665241,0.019403055,1,0,0.771278111,0.014505513,1.827990494,0.258259371,41,0.14665241,0.268079212,0.206763628
PCA,map geo,chebyshev_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.14527948,0.016263,1,0,0.755188105,0.011369976,1.87083271,0.523021119,11,0.14527948,0.271793603,0.205255296
PCA,map geo,chebyshev_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.149246244,0.01884125,1,0,0.768819993,0.012555721,1.853157121,0.320063301,31,0.149246244,0.27657674,0.212637727
kernel pca:rbf,map geo,laguerre_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.145289955,0.012323083,1,0,0.708444936,0.00694401,1.989854114,0.449375565,41,0.145289955,0.289105815,0.204815551
isomap:15,map geo,laguerre_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.137726033,0.020070044,1,0,0.874492275,0.010973191,2.101804925,2.65528518,61,0.137726033,0.289473254,0.253142124
umap:cosine,linear geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",10,0.141657632,0.019948452,1,0,0.800439948,0.018409612,2.08452014,0.855915533,11,0.141657632,0.295288188,0.236360462
PCA,map geo,random_sine_waves,5,"('variance', 'A', 'R', 'n', 'r')",10,0.141364455,0.01333272,1,0,0.803292002,0.027982497,2.091595373,0.810263389,21,0.141364455,0.29567724,0.237515162
umap:euclidean,map geo,random_sine_waves,2,"('variance', 'A', 'R', 'n', 'r')",10,0.151475465,0.016873267,0.982857143,0.020995626,0.839778049,0.025703705,1.921013927,1.913218294,41,0.154117479,0.296061823,0.248626221
PCA,map geo,legendre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.14499208,0.016620708,1,0,0.756650155,0.011055697,2.081930003,0.852576773,41,0.14499208,0.301863361,0.228404959
PCA,multi w GP geo,ellipse,,"('variance',)",10,0.15563856,0.072857587,0.9225,0.2325,0.789184307,0.051297669,1.824512023,1.348991997,11,0.168713886,0.307820514,0.242927119
umap:euclidean,linear geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",10,0.147164993,0.019823777,1,0,0.814950266,0.045816089,2.131423346,0.793238166,11,0.147164993,0.313670903,0.255626185
PCA,map geo,random_sine_waves,3,"('variance', 'A', 'R', 'n', 'r')",10,0.147372832,0.020947619,1,0,0.810772412,0.044383722,2.132325286,1.1632927,51,0.147372832,0.314246816,0.254782649
umap:cosine,map geo,fourier_basis,8,"('variance', 'A', 'R', 'n', 'r')",10,0.301682521,0.057082273,0.795987554,0.150447671,1.072134638,0.032419554,0.834470209,0.112801916,11,0.379004068,0.316267604,0.339081453
umap:euclidean,kernel geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.225082652,0.045585167,0.905803571,0.082651039,0.927821918,0.028455401,1.278536576,0.183128875,11,0.248489473,0.31770288,0.294771695
umap:cosine,linear geo,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",10,0.137614842,0.018123079,1,0,0.815833253,0.026927787,2.312818728,0.963699896,11,0.137614842,0.318278183,0.259661926
PCA,map geo,legendre_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.151391025,0.015329634,1,0,0.754486202,0.009400032,2.109797701,0.70189883,41,0.151391025,0.319404436,0.24098624
umap:cosine,linear geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",9,0.144253263,0.013143775,1,0,0.824971018,0.050768568,2.218695707,0.6438872,11,0.144253263,0.320054094,0.264035352
umap:euclidean,map geo,legendre_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.143099851,0.010018906,1,0,0.745440384,0.020041598,2.252278022,2.155873597,1,0.143099851,0.32230065,0.24025592
PCA,map geo,legendre_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.151430843,0.018416469,1,0,0.774410447,0.012673366,2.144968163,0.498807918,21,0.151430843,0.324814337,0.251539616
umap:euclidean,kernel geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",10,0.208816072,0.04105468,0.898775183,0.098414449,0.892738591,0.083805782,1.410808149,0.211654444,11,0.232334043,0.327778762,0.29262075
umap:cosine,linear geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",9,0.143970791,0.014767253,1,0,0.799039513,0.012226411,2.361052397,0.942051045,11,0.143970791,0.339922582,0.271611574
umap:cosine,kernel geo,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",10,0.197832141,0.028736115,0.924375,0.070958329,0.938187637,0.027346488,1.593321791,0.264693609,21,0.214017191,0.340998254,0.319920346
kernel pca:rbf,map geo,chebyshev_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.152319573,0.012932251,1,0,0.708893178,0.007564427,2.240234316,0.290450145,31,0.152319573,0.341231535,0.241896707
kernel pca:rbf,map geo,laguerre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.147023657,0.012147306,1,0,0.711708604,0.009549007,2.464914695,0.897655122,11,0.147023657,0.362400772,0.257923748
kernel pca:rbf,map geo,fourier_basis,8,"('variance', 'A', 'R', 'n', 'r')",10,0.204161163,0.061820071,0.430570887,0.060693038,1.03160614,0.048211872,0.765531187,0.148313421,21,0.47416388,0.362987238,0.374459863
PCA,map geo,random_sine_waves,2,"('variance', 'A', 'R', 'n', 'r')",10,0.158024525,0.015280904,1,0,0.813275621,0.03951146,2.323262445,0.715110379,41,0.158024525,0.367132444,0.298579866
umap:euclidean,map geo,fourier_basis,8,"('variance', 'A', 'R', 'n', 'r')",10,0.313032049,0.028711634,0.863452381,0.089831447,1.057446799,0.038846516,1.022728886,0.166707016,1,0.362535394,0.370775419,0.392075281
umap:euclidean,linear geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",9,0.150002984,0.01827684,1,0,0.810260042,0.007952841,2.476126312,0.96283348,11,0.150002984,0.371426335,0.300951918
PCA,map geo,random_sine_waves,4,"('variance', 'A', 'R', 'n', 'r')",10,0.153287165,0.022402457,1,0,0.805162071,0.030866014,2.423170999,0.744603663,31,0.153287165,0.371441013,0.299070216
umap:cosine,linear geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",10,0.150604757,0.015815285,1,0,0.791912641,0.030067678,2.510658243,0.854858808,11,0.150604757,0.378117075,0.299435692
umap:euclidean,linear geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",9,0.152321632,0.014298313,1,0,0.800086711,0.028476748,2.587129808,0.804932805,11,0.152321632,0.394075835,0.315294838
umap:cosine,linear geo,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",9,0.142762224,0.026407045,1,0,0.846408919,0.089184508,2.797198007,1.686143851,11,0.142762224,0.399334208,0.338000036
umap:euclidean,linear geo,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.155258438,0.021541965,1,0,0.864070081,0.126986627,2.61871489,1.02720249,11,0.155258438,0.406577583,0.351311525
PCA,map geo,linear,,"('variance', 'A', 'R', 'n', 'r')",10,0.151211177,0.017846883,1,0,0.779208489,0.013082515,2.693191964,1.042734173,31,0.151211177,0.407240727,0.317325432
umap:cosine,linear geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.141123482,0.015502633,1,0,0.792892057,0.014849241,2.963037892,1.29853638,11,0.141123482,0.418154224,0.331551163
kernel pca:rbf,linear geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",10,0.15247422,0.020789762,1,0,0.790982589,0.022351156,2.779529717,0.868485346,31,0.15247422,0.423806626,0.335223662
umap:euclidean,linear geo,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",10,0.140861292,0.01822216,1,0,0.837153853,0.041348784,3.026745531,3.035138272,11,0.140861292,0.426351286,0.356921622
PCA,map geo,sphere,,"('variance', 'A', 'R', 'n', 'r')",10,0.156232256,0.014109176,1,0,0.913503983,0.018632237,2.946451118,0.682737635,71,0.156232256,0.460330704,0.420513932
kernel pca:rbf,map geo,laguerre_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.152458558,0.012909633,1,0,0.716387027,0.006360396,3.084185285,0.788749994,21,0.152458558,0.47021044,0.336852659
PCA,map geo,chebyshev_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.151343248,0.019593867,1,0,0.779240907,0.016108338,3.24490291,1.291105814,41,0.151343248,0.491094147,0.382680648
PCA,map geo,legendre_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.151343248,0.019593867,1,0,0.779240907,0.016108338,3.24490291,1.291105814,41,0.151343248,0.491094147,0.382680648
umap:euclidean,linear geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.145828279,0.020568001,1,0,0.741156765,0.015318617,3.47297924,2.101015415,1,0.145828279,0.506458586,0.375365207
PCA,linear geo,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",9,0.146561966,0.01839566,1,0,0.8078279,0.025825794,3.556731494,1.370765876,11,0.146561966,0.52128156,0.421105788
PCA,map geo,none,,"('variance', 'A', 'R', 'n', 'r')",10,0.148314241,0.013782118,1,0,0.78820306,0.013167427,3.597373533,2.667427597,41,0.148314241,0.533541725,0.42053922
PCA,map,none,,"('variance', 'A', 'R', 'n', 'r')",10,0.148314241,0.013782118,1,0,0.78820306,0.013167427,3.597373533,2.667427597,41,0.148314241,0.533541725,0.42053922
umap:euclidean,linear geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",10,0.163152175,0.025785003,1,0,0.829755782,0.022511874,3.339050408,2.847001902,21,0.163152175,0.544773335,0.452028825
PCA,linear geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",10,0.150277373,0.018471949,1,0,0.813388248,0.026457585,3.629978645,1.37570541,11,0.150277373,0.545503654,0.443706262
umap:cosine,map geo,torus,,"('variance', 'A', 'R', 'n', 'r')",8,0.13043063,0.021996089,0.348846726,0.062458255,1.101379875,0.028799987,1.549288658,0.125054036,1,0.37389094,0.579264993,0.637990805
PCA,linear,none,,"('variance', 'A', 'R', 'n', 'r')",10,0.149460736,0.017448948,1,0,0.797298365,0.021231336,3.946325144,1.732837582,11,0.149460736,0.58982066,0.470263048
PCA,linear geo,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.151812603,0.019054922,1,0,0.804284951,0.031459256,3.972347537,2.041058882,11,0.151812603,0.603052418,0.485025984
kernel pca:rbf,linear geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.164215951,0.030766771,0.966666667,0.066666667,0.813336141,0.086789054,3.705735697,1.639516827,31,0.16987857,0.629525081,0.5120155
kernel pca:rbf,linear geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",10,0.150671818,0.020506528,1,0,0.807140677,0.023815282,4.230898182,5.094527987,31,0.150671818,0.637477122,0.514533716
umap:euclidean,mlp geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",1,0.162782501,0,1,0,0.882284531,0,3.974324536,0,31,0.162782501,0.646950489,0.570794409
kernel pca:rbf,map geo,laguerre_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.166244019,0.011641919,1,0,0.72888493,0.007769657,3.946377505,0.931771693,21,0.166244019,0.656061658,0.478193456
PCA,linear geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.154160466,0.021721194,1,0,0.787320475,0.02491678,4.325120686,2.050054103,11,0.154160466,0.66676262,0.524955863
PCA,linear geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",10,0.152557032,0.019222657,1,0,0.820584786,0.075276374,4.703586297,3.85812761,11,0.152557032,0.717565166,0.588823058
PCA,linear geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.157182819,0.017656296,1,0,0.804088051,0.025757893,4.615119268,1.763033294,20,0.157182819,0.725417457,0.583299509
isomap:15,map geo,torus,,"('variance', 'A', 'R', 'n', 'r')",9,0.116591372,0.037690067,0.186497916,0.090271942,1.037273264,0.053635269,1.181835848,0.176022896,41,0.625161795,0.73883862,0.766377547
umap:cosine,mlp geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",2,0.179723764,0.027056467,1,0,0.864389633,0.048372451,4.112683066,1.96297949,21,0.179723764,0.739146883,0.638910902
PCA,linear geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",10,0.163629457,0.019302733,1,0,0.805348455,0.022176166,4.614319752,2.626531774,21,0.163629457,0.755038635,0.608069198
umap:euclidean,map geo,torus,,"('variance', 'A', 'R', 'n', 'r')",10,0.124674984,0.029633989,0.19973053,0.061162016,1.019640734,0.040382222,1.262878032,0.132776228,11,0.624215957,0.78830862,0.803791579
kernel pca:rbf,map geo,chebyshev_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.173273954,0.009301866,1,0,0.736234198,0.041086508,5.278830429,1.551958499,11,0.173273954,0.914683819,0.673421507
kernel pca:rbf,map geo,random_sine_waves,4,"('variance', 'A', 'R', 'n', 'r')",10,0.178546996,0.013571611,0.995714286,0.012857143,0.867664405,0.091821523,5.744112957,2.85529745,41,0.179315491,1.030008435,0.893701656
kernel pca:rbf,map geo,random_sine_waves,3,"('variance', 'A', 'R', 'n', 'r')",10,0.192346178,0.022629655,0.995714286,0.012857143,0.910979589,0.135768119,5.829516153,3.680828179,41,0.193174066,1.126111341,1.025864446
kernel pca:rbf,map geo,legendre_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,0.176703076,0.008668365,1,0,0.730880534,0.007613808,6.585946054,1.605935455,41,0.176703076,1.163756928,0.850567285
kernel pca:rbf,map geo,random_sine_waves,5,"('variance', 'A', 'R', 'n', 'r')",10,0.17860457,0.005701348,1,0,0.824752101,0.070948536,7.128142044,2.81905837,31,0.17860457,1.273118743,1.050007359
kernel pca:rbf,map geo,sphere,,"('variance', 'A', 'R', 'n', 'r')",10,0.179425434,0.009265285,1,0,1.003735739,0.012050196,7.193724119,0.900634697,21,0.179425434,1.290737072,1.295558929
PCA,kernel,none,,"('variance', 'A', 'R', 'n', 'r')",10,0.15112403,0.014752033,1,0,0.746939299,0.013014075,9.251062638,8.678473129,6,0.15112403,1.398057868,1.044264364
kernel pca:rbf,map geo,chebyshev_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.174418568,0.014590045,1,0,0.740733927,0.010881071,8.267001899,1.99938431,31,0.174418568,1.441918631,1.06807805
kernel pca:rbf,linear geo,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",10,0.144322642,0.015808716,0.986339286,0.029596699,0.809173049,0.025787087,9.980902743,9.089133215,21,0.146321498,1.460420645,1.181733026
PCA,map geo,fourier_basis,9,"('variance', 'A', 'R', 'n', 'r')",9,0.82620461,1.159306832,0.408763228,0.169926348,0.800396287,0.040335492,0.764813717,0.17150614,11,2.021230273,1.545864637,1.237304317
kernel pca:rbf,map geo,fourier_basis,9,"('variance', 'A', 'R', 'n', 'r')",9,0.82620461,1.159306832,0.408763228,0.169926348,0.800396287,0.040335492,0.764813717,0.17150614,11,2.021230273,1.545864637,1.237304317
umap:cosine,map geo,fourier_basis,9,"('variance', 'A', 'R', 'n', 'r')",9,0.82620461,1.159306832,0.408763228,0.169926348,0.800396287,0.040335492,0.764813717,0.17150614,11,2.021230273,1.545864637,1.237304317
umap:euclidean,map geo,fourier_basis,9,"('variance', 'A', 'R', 'n', 'r')",9,0.82620461,1.159306832,0.408763228,0.169926348,0.800396287,0.040335492,0.764813717,0.17150614,11,2.021230273,1.545864637,1.237304317
PCA,map geo,torus,,"('variance', 'A', 'R', 'n', 'r')",10,0.146848866,0.03083721,0.20297619,0.048534074,1.08808904,0.069430677,2.196571514,0.9449318,31,0.723478286,1.589171795,1.729160413
umap:cosine,mlp geo,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",4,0.173249586,0.012751899,0.9765625,0.040594941,0.765734255,0.021127586,9.459648551,5.344204075,11,0.177407576,1.678213321,1.285065427
kernel pca:rbf,map geo,random_sine_waves,2,"('variance', 'A', 'R', 'n', 'r')",10,0.177346598,0.023315885,1,0,0.827603784,0.081689542,9.797448759,6.207429527,41,0.177346598,1.737544211,1.437998163
umap:cosine,mlp geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",9,0.190504273,0.031367803,0.989583333,0.029462783,0.812655086,0.092296201,9.143863992,6.563920323,11,0.192509581,1.760281423,1.430501651
kernel pca:rbf,map geo,legendre_basis,4,"('variance', 'A', 'R', 'n', 'r')",10,0.180287514,0.011674419,1,0,0.742430455,0.010280253,9.902025561,3.336800092,21,0.180287514,1.785211572,1.325395439
