Model,Mean,Std Dev,Difference,Statistic,p-value
GPDM_MCCV_BM_50,0.9662606896831799,0.042095499427175394,-,-,-
RNN_MCCV_BM,0.5585871405919987,0.1622711988166807,-0.40767354909118125,17.185197729566823,2.190010270782371e-22
transformer_MCCV_BM,0.9134477204747672,0.08134498699253886,-0.05281296920841272,4.024382616816649,0.00019753392597097403
VAE_MCCV_BM,0.9202822798535276,0.062420949095278004,-0.04597840982965229,4.543199317096682,3.6309415445637535e-05
