Model,Mean,Std Dev,Difference,Statistic,p-value
GPDM_MCCV_BM,0.9214812807892636,0.022163970912266955,-,-,-
GPDM_geo_11_MCCV_BM,0.9454716294759169,0.019912855025945038,0.023990348686653395,-7.552512831833005,9.289234038145291e-10
GPDM_50_MCCV_BM,0.8380732788429435,0.01009047080243048,-0.08340800194632003,31.43116993310417,3.879520310439795e-34
GPDM_50_50_MCCV_BM,0.8074294178299485,0.008904034358354806,-0.11405186295931502,36.85571112740669,2.167787110035335e-37
RNN_MCCV_BM,0.8180666245550359,0.0633146299907203,-0.10341465623422763,10.763574642412756,1.653937596831475e-14
transformer_MCCV_BM,0.8536733129487079,0.026819130998575982,-0.06780796784055565,12.844508794130745,2.6557859012651384e-17
VAE_MCCV_BM,1.262044185240487,0.020301068003075844,0.3405629044512234,-73.72445325377836,7.20846273648571e-52
