init,input_dim,geometry,geo params,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 16.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.1901662848606884,0.02755379434004875,0.8871110262286732,0.08345989388396795,0.968962513785233,0.016949839613222665,1.3704520055462068,0.11353548593030795,142.0,0.21436582258382242,0.2937780714805618,0.284659938636783
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 17.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.17852350617626495,0.015997924033043717,0.8444005439005439,0.09911149603881698,0.9776668549353481,0.027396345075687042,1.348751269334713,0.11367109515316871,141.0,0.21142040642419577,0.28515354152789496,0.27878516611925325
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 18.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.18206515226455638,0.020858361870711502,0.8276406926406926,0.13693465540897226,0.9907378774146298,0.043400154376348934,1.4017424362554465,0.13377466615979652,94.0,0.21998090944955162,0.30835657594150323,0.305500539535128
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 19.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.17891233144033575,0.02019904687613325,0.8070171495171495,0.11346586970333546,0.9923007648092691,0.04597182828166109,1.328598123852172,0.13827066728447437,124.0,0.22169582337547805,0.29454465500252264,0.2922768864294855
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 20.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.18186160362057902,0.023119125069823467,0.8321924274555854,0.09474083937507288,0.9908538704360369,0.024546710408014455,1.303620362385867,0.09315024442616239,132.0,0.21853311520343663,0.2848842188348165,0.28227863085862487
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 21.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.18278528378378114,0.02517166334516,0.8236155511155511,0.09698220124566605,0.9898046619907103,0.028147164491012282,1.2860639883910356,0.08971081028655477,151.0,0.2219303454581528,0.28541662522491235,0.2825067062572736
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 22.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.18155455281167315,0.024940829324848562,0.823952407070054,0.08625322714313496,1.0081560013075568,0.039380869458944805,1.2528742505324098,0.1274204803387103,141.0,0.22034592198992997,0.27606573187100636,0.2783173243411179
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 23.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.17632058466940365,0.01913328288941442,0.796041181041181,0.0947488243730337,0.9947216263025235,0.03567493547320977,1.2320843110735211,0.09750488535063222,137.0,0.22149681306535596,0.27290274833060957,0.2714622656418522
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 24.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.17130995514696332,0.01871784820579977,0.8328124653124653,0.06067887464025051,0.9988201606497709,0.047750760895505,1.216189547577015,0.0797042407234633,133.0,0.2057005175621249,0.2501708193902385,0.24987565801324282
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 25.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.17091876191698666,0.0166235460663566,0.8155836647013117,0.09410817734523205,0.9990929285430322,0.03820618000107876,1.2278322610109835,0.13682959944635387,128.0,0.20956619083289466,0.2573121299218123,0.2570787294332286
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 26.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.17161066102950479,0.021464968950570172,0.839054834054834,0.08554039070993186,1.0058989756312247,0.028599952847483408,1.1949563675867194,0.10476652849062358,139.0,0.20452854100151655,0.24440268242298363,0.24584440789080275
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 27.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.27613058309241,0.31907489042347426,0.8525346875346875,0.07811719281029336,1.0088805790339994,0.028655357259306156,1.1560503529976611,0.2297929399591071,88.0,0.3238936633662486,0.3744373838682573,0.37776260464898337
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 28.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.2295235209850473,0.1605119072221886,0.8474952824952826,0.08245428781293236,1.0084490961731867,0.03704906985653015,1.0933397603084831,0.24055226563135523,98.0,0.27082572106981007,0.29610452895983824,0.29860634460233604
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 29.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.17263578951771502,0.024553866386250307,0.8378643578643578,0.08602456339916942,0.9887898997492801,0.017199954041138405,1.1912571937759007,0.10740428176278813,112.0,0.20604264627958205,0.24544978460517544,0.24269826791323382
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 30.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.1756165746041806,0.028144334126917574,0.8364307914307915,0.09592743008236336,0.9906369085437339,0.015425586396920125,1.1891248290887335,0.10809064748547395,96.0,0.2099594806926851,0.2496680315942484,0.24733036698072552
"('kernel pca:rbf', 'kernel pca:rbf')","(15.0, 31.0)","('fourier_basis', 'none')","(10.0, 0.0)",10,0.17410772617382875,0.030937794861173377,0.8374391164391165,0.08854650445107606,0.9864558419818552,0.012698875469685195,1.181799728464534,0.09936466237690021,112.0,0.20790493631842039,0.24570199728754546,0.24237417061090916
