init,type,geometry,geo params,constraints,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",9,0.15444577846724636,0.0106213603835339,0.9402356902356903,0.028816907017884908,0.7810148725021806,0.055519615979128724,1.609228873560778,0.3250722559588587,5.444444444444445,0.16426283332058073,0.26433649423238,0.20645073334057565
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A')",10,0.1619513822543453,0.018114290624464343,0.9381313131313131,0.03795026925378861,0.7651201132645836,0.04813239375273623,1.8383060922451093,0.6242578874866789,4.0,0.17263189063989431,0.3173502562791092,0.24281106402881666
kernel pca:rbf,multi w GP geo,ellipse,,"('variance',)",10,0.15616800993358726,0.013146407712371359,0.9462121212121213,0.03269300019903457,0.780117197522472,0.055783163535665765,1.763416612647599,0.3449312656900931,9.0,0.16504545485375113,0.29104389693108407,0.2270483492298965
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'R')",10,0.1621834033716214,0.01913784286908737,0.9505050505050503,0.03132127622972447,0.7695266488566361,0.0409980263736101,1.7880706575530518,0.37894370504157826,9.0,0.17062866029532966,0.30509610081166644,0.23477958003682808
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'r')",10,0.17306888609597212,0.02579608184044278,0.9464646464646463,0.02698123310948088,0.7749982282413543,0.05011781255852445,1.7027115680191174,0.3061366842429429,5.0,0.18285826812701433,0.3113548884478088,0.24129948690133632
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'n')",10,0.17902334254226518,0.04996442223626423,0.9464646464646466,0.04132165084663179,0.7858093748157958,0.06385411661684279,1.679226843344835,0.33732265546893436,7.0,0.18914952947368463,0.3176249672982563,0.24959267697853038
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'r', 'n')",10,0.17088666545401138,0.026676897295174133,0.9378787878787879,0.0282376984818067,0.7983107836160599,0.053881628569852305,1.6064958742590758,0.3301061137877071,7.0,0.18220549143723347,0.29271237026126296,0.2336754416773831
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'R', 'n')",9,0.17301544253401496,0.03068085325627801,0.9447250280583614,0.03413908232156025,0.7611598308479385,0.030519516177861434,2.2549733645184933,0.9009312335564654,5.444444444444445,0.1831384131842083,0.4129722437505722,0.31433788319807915
kernel pca:rbf,multi w GP geo,ellipse,,"('variance', 'A', 'r', 'R')",10,0.1577719436347306,0.013868420295488876,0.9378787878787879,0.0282376984818067,0.7763049930601986,0.051373042190288785,1.6398230180632027,0.2862625359199631,5.0,0.16822210468323456,0.27585447940660573,0.21414720972136977
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",3,0.1487608356900566,0.012140743428451653,0.9444444444444446,0.03928371006591922,0.765279444505421,0.01610332624637296,1.8737613330459222,0.40132123140242415,4.333333333333333,0.15751147308358932,0.2951389077751332,0.2258637393940906
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A')",10,0.17985873268350394,0.040121287181345125,0.9373182373182372,0.035223421433935004,0.787080844217573,0.04489938371039955,2.3533984824932226,1.390221555590901,15.0,0.19188651785768948,0.4515854399371951,0.3554342493021316
kernel pca:rbf,multi w GP geo,toroid,,"('variance',)",10,0.1569675464028843,0.010425859176965575,0.9375707625707627,0.039720732993737705,0.7917636942512276,0.038926874572124785,1.6878793621514727,0.3369354547261901,8.0,0.167419412666505,0.28258377146331465,0.22373957082923865
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A', 'R')",10,0.16198786291369444,0.018998801672140325,0.94004329004329,0.05545351472965003,0.7824559391206912,0.044146699022915604,1.6679071208897596,0.2791792055724008,7.0,0.17231957786352023,0.28741305098728276,0.22488804872579743
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A', 'r')",9,0.20934500181613996,0.08369222884416873,0.963524130190797,0.03063119888779474,0.8025342647819661,0.05252924242037478,2.0218842564698445,0.7157605003112134,8.777777777777779,0.2172701183671295,0.43929503172783874,0.35254931531007155
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A', 'n')",10,0.17568705565033138,0.03510769805025398,0.9456515706515706,0.03900636580508043,0.7802260022454266,0.04693382830901981,2.1052144795453516,0.9090885960580358,8.0,0.18578413138919644,0.3911154434702924,0.3051584388752734
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A', 'r', 'n')",4,0.18721762147261198,0.04803312303712211,0.9791666666666667,0.03608439182435153,0.7950149132220553,0.044364532859254915,1.761104149922709,0.3785224596097737,6.0,0.1912009751209654,0.3367248307548008,0.2677012621022392
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A', 'R', 'n')",5,0.15249706923514578,0.017371630653085095,0.9505050505050505,0.03132127622972447,0.7717591953534788,0.020685220785582013,1.7038853576355575,0.21056665783554787,7.0,0.16043793681487176,0.27336785134811875,0.21097415299193353
kernel pca:rbf,multi w GP geo,toroid,,"('variance', 'A', 'r', 'R')",8,0.1814394478301221,0.036109462068306813,0.9402056277056277,0.05751585847127389,0.8048089895136814,0.044042109049949686,1.7587364642439778,0.43062295553127194,13.5,0.19297847458421047,0.33939828006543066,0.27315078682214067
kernel pca:rbf,multi w GP geo,fourier_basis,8.0,"('variance', 'A', 'alpha', 'phi', 'f')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,multi w GP geo,fourier_basis,8.0,"('variance', 'A')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,multi w GP geo,fourier_basis,8.0,"('variance',)",10,0.16889300946316782,0.029167301399326565,0.939790764790765,0.05233826358481004,0.9034344031663499,0.03554630876225724,1.8087872113136299,1.071198044673772,12.0,0.17971341684845155,0.3250633300969546,0.29367339561740835
kernel pca:rbf,multi w GP geo,fourier_basis,8.0,"('variance', 'A', 'alpha')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,multi w GP geo,fourier_basis,8.0,"('variance', 'A', 'f')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,multi w GP geo,fourier_basis,8.0,"('variance', 'A', 'phi')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,multi w GP geo,fourier_basis,8.0,"('variance', 'A', 'f', 'phi')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,multi w GP geo,fourier_basis,8.0,"('variance', 'A', 'alpha', 'phi')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,multi w GP geo,fourier_basis,8.0,"('variance', 'A', 'f', 'alpha')",1,0.1601384594941678,0.0,0.8095238095238095,0.0,0.9191214122292728,0.0,1.4292898273856192,0.0,1.0,0.1978180970222073,0.2827393937466223,0.25987183087324395
kernel pca:rbf,multi w GP geo,fourier_basis,9.0,"('variance', 'A', 'alpha', 'phi', 'f')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,multi w GP geo,fourier_basis,9.0,"('variance', 'A')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,multi w GP geo,fourier_basis,9.0,"('variance',)",9,0.1682428843629848,0.036778166804823154,0.9488721155387823,0.03983506814890128,0.9390286153065142,0.021421984775512604,1.8068728436403363,1.0533535722627676,7.666666666666667,0.177308281703962,0.32037351916341966,0.30083990208090094
kernel pca:rbf,multi w GP geo,fourier_basis,9.0,"('variance', 'A', 'alpha')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,multi w GP geo,fourier_basis,9.0,"('variance', 'A', 'f')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,multi w GP geo,fourier_basis,9.0,"('variance', 'A', 'phi')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,multi w GP geo,fourier_basis,9.0,"('variance', 'A', 'f', 'phi')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,multi w GP geo,fourier_basis,9.0,"('variance', 'A', 'alpha', 'phi')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,multi w GP geo,fourier_basis,9.0,"('variance', 'A', 'f', 'alpha')",1,0.1677548876460441,0.0,0.9595959595959596,0.0,0.9365196317638492,0.0,1.229149809513812,0.0,11.0,0.17481825133640386,0.2148778203296785,0.20123729716936906
kernel pca:rbf,multi w GP geo,fourier_basis,10.0,"('variance', 'A', 'alpha', 'phi', 'f')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,multi w GP geo,fourier_basis,10.0,"('variance', 'A')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,multi w GP geo,fourier_basis,10.0,"('variance',)",10,0.16553261387810053,0.027523035934740345,0.9352453102453102,0.05541136109973683,0.9163795885016384,0.03892282138336745,1.4620760941665334,0.28242952516773184,14.0,0.176993791965321,0.2587783920483805,0.23713923641841056
kernel pca:rbf,multi w GP geo,fourier_basis,10.0,"('variance', 'A', 'alpha')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,multi w GP geo,fourier_basis,10.0,"('variance', 'A', 'f')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,multi w GP geo,fourier_basis,10.0,"('variance', 'A', 'phi')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
kernel pca:rbf,multi w GP geo,fourier_basis,10.0,"('variance', 'A', 'f', 'phi')",1,0.184284218603271,0.0,1.0,0.0,0.9144853168291222,0.0,2.007981796376171,0.0,11.0,0.184284218603271,0.370039356314775,0.3383955579987615
