input_dim,order,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1
15.0,1.0,10,0.3072596155472556,0.07642293347558585,0.9421717171717171,0.03328068232379174,0.8452402451664618,0.015658747609004042,1.5721744566219555,0.1851191503380312,41.0,0.3261184876888588
15.0,2.0,10,0.37703902343795725,0.07737460199774575,0.9375757575757577,0.028478937706102568,0.8721083178406126,0.01136886319427294,1.5257352798131982,0.11737317200372219,21.0,0.40214246197325754
16.0,1.0,10,0.3857147666692617,0.066284555355055,0.9497727827727827,0.045855523672503166,0.8464789351570909,0.010694739482343556,1.514289935377866,0.1653185722436402,11.0,0.4061126762794776
16.0,2.0,10,0.3902291021838108,0.11782407005725805,0.9502525252525255,0.036385550355406804,0.8708076537261091,0.012702600190441591,1.5115635997579697,0.1410055194904715,21.0,0.4106583164092188
17.0,1.0,10,0.39431710895797345,0.08986678707520732,0.9454798534798534,0.04673597994520529,0.8438908351495163,0.011496931910164104,1.5744464815846164,0.16221733378173422,11.0,0.4170550091645879
17.0,2.0,10,0.4582107442864195,0.14161711162260793,0.9462121212121213,0.032693000199034566,0.882844856684066,0.013225147392978904,1.460854572894323,0.1664371557735548,11.0,0.48425795232832164
18.0,1.0,10,0.35265043509130184,0.07137020741283746,0.9311061161061162,0.0796884325030724,0.8438255092206969,0.014337488625650515,1.5544574830814426,0.16036674246671928,31.0,0.37874354919510705
18.0,2.0,10,0.42801133883452114,0.11879144364269918,0.9235758685758686,0.038565993039365344,0.8785889055698541,0.005416417924245088,1.424154654271074,0.1332781125669833,21.0,0.46342845606664035
19.0,1.0,10,0.3661072983758581,0.053177446947599176,0.9224647574647573,0.07697192444926533,0.8447167943022666,0.011871372108220738,1.5407897787695444,0.13154993636000464,31.0,0.3968794421827494
19.0,2.0,10,0.4417369626237263,0.10655099631419053,0.9453990453990455,0.043150101400525546,0.87967193991602,0.010038627046413836,1.4207568592475885,0.1425604413405134,21.0,0.46724921584543444
20.0,1.0,10,0.3868806995388836,0.07642335587261821,0.9394394494394493,0.08206454035781371,0.8447633609820684,0.010163892305226139,1.4889155993409222,0.14746515623279474,31.0,0.411820793527172
20.0,2.0,10,0.48258349397204514,0.13327385776903583,0.9502525252525252,0.0363855503554068,0.8845465234756242,0.013467657789844326,1.3765719633722524,0.14640435539647467,21.0,0.5078476311797233
21.0,1.0,10,0.4218354525319662,0.09123410000412646,0.9345859695859696,0.08466197298151751,0.844542525751268,0.011731336530851129,1.4733013992496333,0.18412248934759476,21.0,0.4513607803451653
21.0,2.0,10,0.5182429119318895,0.14522104027134128,0.9453990453990453,0.043150101400525546,0.88374700192237,0.01375380233071495,1.334428145799261,0.1486604313493854,21.0,0.5481737203501653
22.0,1.0,10,0.4577291551273969,0.12979937262029226,0.9345859695859696,0.0846619729815175,0.8456995650204115,0.01317745698963597,1.4472418031782375,0.16884824840235493,21.0,0.48976677376204913
22.0,2.0,10,0.5594687437198043,0.19745852403254752,0.9453990453990455,0.043150101400525546,0.8856515362627609,0.012698045862998329,1.2963017052228918,0.15318094604202986,21.0,0.5917805253163302
23.0,1.0,10,0.4965013184014232,0.15004783426602358,0.9488788988788988,0.05079232270459298,0.8369769465448517,0.010616734489267109,1.541310737105509,0.35142550872482275,11.0,0.5232504579752378
23.0,2.0,10,0.52303123855328,0.19056013325478333,0.9413586413586413,0.039593373170315097,0.8850945422862205,0.012830289351941125,1.2909798798378331,0.16367240416179188,31.0,0.5556131484578514
24.0,1.0,10,0.5279991597634413,0.1882252450328196,0.9523831723831723,0.05391555924930438,0.8374530266164891,0.009847202176579552,1.4739087346822735,0.33350963186193755,11.0,0.55439782544899
24.0,2.0,10,0.6017443946996823,0.3244810892037457,0.941106116106116,0.04365663443798865,0.8858007616585597,0.013748768524243239,1.2687857961442905,0.18104836703554122,31.0,0.6394012156561435
25.0,1.0,10,0.5156285039249056,0.1487013909341454,0.9577222777222778,0.04337709967918293,0.8409640045760314,0.008267949243313113,1.4372565102882167,0.24573487812340694,11.0,0.5383904247807719
25.0,2.0,10,0.5368041382972955,0.19243532923057832,0.9451465201465202,0.04692801285400011,0.8891850091024016,0.012488737235012618,1.2639938892358467,0.14023541579395757,31.0,0.567958646468992
26.0,1.0,10,0.5122816199310295,0.16529395583396994,0.9617626817626818,0.045206608183880635,0.8390792341756788,0.010483941627807051,1.4365275953127008,0.20740460999946858,11.0,0.5326486768982753
26.0,2.0,10,0.6172768790971741,0.2484628141170131,0.9585858585858587,0.03727122167170717,0.8903633705662642,0.011390634172479765,1.2239556087511627,0.16507119812227725,21.0,0.6439453217135958
27.0,1.0,10,0.5182116625618298,0.14696788393107132,0.9666161616161617,0.036698409889802476,0.8416081271145821,0.010558964464802773,1.3893564247433539,0.1657660365980799,11.0,0.5361090401130796
27.0,2.0,10,0.603280631613915,0.20805341041520228,0.9582828282828284,0.037621482985691096,0.8928860347831726,0.008898907731152548,1.2125084526900687,0.14224789287947853,21.0,0.6295434018106627
28.0,1.0,10,0.5176365654777495,0.1538192429391583,0.9709090909090909,0.03292077103585738,0.8431984439560946,0.010802855020634635,1.3486412894680986,0.15748384992903408,11.0,0.5331462753047982
28.0,2.0,10,0.5994869861574441,0.23444344763791194,0.9284293484293485,0.034075644396005474,0.8949798822958736,0.009761357650170307,1.2031355829929222,0.1398047942390493,31.0,0.6457001678928117
29.0,1.0,10,0.5498286909263618,0.19642948156937387,0.9709090909090909,0.03292077103585738,0.8444486944335118,0.009009456127126602,1.3979245743686055,0.22121086698063616,11.0,0.5663029588192865
29.0,2.0,10,0.645071910271045,0.3526062093038808,0.9330253080253081,0.03486085514797149,0.8940061263558985,0.008638590075798033,1.2141329464116382,0.15842061051464673,41.0,0.6913766483315451
