init,geometry,geo params,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
PCA,fourier_basis,2.0,10,0.18025116942902702,0.015302227495342659,0.941106116106116,0.04365663443798865,0.8475914818897324,0.017002898115499165,1.550971181235553,0.14739551178833366,31.0,0.19153118478798886,0.29705934791407207,0.2517849729076859
PCA,fourier_basis,3.0,10,0.1819543113042218,0.01233547453287893,0.9413586413586413,0.04733958039953991,0.8551285438974349,0.013704580872843554,1.5721244672159098,0.15376252588381162,11.0,0.1932890434209127,0.3038744344067752,0.25985170262192225
PCA,fourier_basis,4.0,10,0.1819939778498702,0.010557185122504326,0.9545454545454547,0.034661333205602926,0.8469065998671729,0.008922603632886274,1.6599259898968213,0.24290150794731863,41.0,0.19066035774748305,0.3164820830680729,0.2680307648900618
PCA,fourier_basis,5.0,10,0.18344241094112237,0.016157375298509743,0.9496919746919747,0.042203107557037975,0.8468684794277866,0.015255045715168664,1.800088546791444,0.39155842590465434,31.0,0.1931599042948852,0.3477049314205543,0.29446034656166764
PCA,laguerre_basis,2.0,10,0.19314531882839173,0.01579493655222671,0.923025308025308,0.07414855092566704,0.8485379486418365,0.01610895019002582,1.6222853293421593,0.25893705444305853,41.0,0.20925246268880848,0.3394672003487716,0.288050801815134
PCA,laguerre_basis,3.0,10,0.1875407928898355,0.01810051657809761,0.9505050505050505,0.03132127622972447,0.8477134971273304,0.01792214446476386,1.7827164063445362,0.2902883440153482,41.0,0.19730646648346137,0.35174147487793495,0.29817599575349923
PCA,laguerre_basis,4.0,10,0.18904250425752497,0.023114396583804472,0.9462121212121215,0.032693000199034566,0.8490535814229034,0.014991169233802086,1.9875981830703364,0.37423900916243613,41.0,0.19978871546832097,0.3970996878627912,0.3371589121618199
PCA,laguerre_basis,5.0,10,0.19905265619073587,0.01986996216274213,0.9544949494949495,0.029669686154430334,0.8530608721453827,0.021682576184130123,2.174355950574489,0.36972421972293684,41.0,0.20854238809336845,0.4534453824978302,0.3868165134638957
PCA,chebyshev_basis,2.0,10,0.19562956080126082,0.018367029500941347,0.9376018426018426,0.04677292118145227,0.8471242738131151,0.01757867955012555,1.7522770445502864,0.30689784774078954,31.0,0.20864886555511591,0.36561061748368856,0.30971762883423426
PCA,chebyshev_basis,3.0,10,0.1905981820356146,0.017776927230018818,0.9505050505050507,0.031321276229724464,0.8538128574984001,0.016068597255470968,1.7713019899008728,0.2657988433118068,31.0,0.20052306080261253,0.3551868966206813,0.3032631391496927
PCA,chebyshev_basis,4.0,10,0.18987273357863524,0.018227795456163435,0.9462121212121213,0.03269300019903457,0.851040716932235,0.015365366823314464,1.838935094991852,0.22140779722407133,51.0,0.20066613957069535,0.36901200643308485,0.31404424251141505
PCA,chebyshev_basis,5.0,10,0.19342563319104997,0.02670259482289992,0.9456515706515708,0.039006365805080434,0.8549367109109174,0.019836671640617747,1.9010184411088464,0.28912604377114437,41.0,0.20454217937561955,0.3888384549776463,0.33243226977427176
PCA,legendre_basis,2.0,10,0.19562956080126082,0.018367029500941347,0.9376018426018426,0.04677292118145227,0.8471242738131151,0.01757867955012555,1.7522770445502864,0.30689784774078954,31.0,0.20864886555511591,0.36561061748368856,0.30971762883423426
PCA,legendre_basis,3.0,10,0.19132730786728422,0.017287920116873585,0.9416111666111666,0.039442850121960235,0.8518751894838786,0.01631444986622983,1.7090168274812991,0.21324286007126336,41.0,0.20319141770149782,0.34725755205164127,0.29582009295369976
PCA,legendre_basis,4.0,10,0.19200781000571374,0.018194026356160867,0.9413586413586413,0.039593373170315097,0.8501720427571214,0.014521689038769029,1.8527457813401682,0.32951434759241893,61.0,0.20396881865193617,0.37790236828231255,0.32128202840532766
PCA,legendre_basis,5.0,10,0.20738657784447248,0.025260087374635944,0.9551313131313133,0.028843249956519757,0.8632986585878344,0.018443373484727743,2.00406968386162,0.3776777783317662,21.0,0.21712886489353384,0.4351413756244168,0.375656965872624
kernel pca:rbf,fourier_basis,2.0,10,0.15183293031177597,0.010895908768269034,0.9674242424242425,0.02475391587997167,0.7856112432390913,0.010414837180576151,1.520909193624876,0.27289620159797784,41.0,0.15694555051804562,0.23869993068141301,0.1875253493037098
kernel pca:rbf,fourier_basis,3.0,10,0.16203993068486847,0.018177577904441532,0.9500253080253079,0.04195337191995472,0.8057475671014979,0.010407924017419752,1.5398220553427626,0.29496948289127944,31.0,0.1705638042650458,0.2626379076504835,0.21161985511800496
kernel pca:rbf,fourier_basis,4.0,10,0.1521174890194664,0.017176436752400038,0.9582778332778334,0.03884416184160671,0.8271691529359367,0.007750014278110363,1.42426342482842,0.28300571415750886,31.0,0.1587404860437411,0.22608826831158674,0.18701324138804798
kernel pca:rbf,fourier_basis,5.0,10,0.15091687625843153,0.01641086249304728,0.9588383838383837,0.032280788105088755,0.8527036100491335,0.011767391407401809,1.1793728100007648,0.1356569941633163,31.0,0.15739553067774267,0.18562800929697096,0.15828567365376126
kernel pca:rbf,laguerre_basis,2.0,10,0.20244117136939774,0.017790650223009883,0.9591313131313133,0.03190791259603321,0.7550435219450214,0.012289541709493179,2.7275918336972236,0.36657645050051685,41.0,0.21106721112928759,0.5757052014374926,0.43468248289543243
kernel pca:rbf,laguerre_basis,3.0,10,0.16701578468058173,0.01905044423439628,0.9386767676767678,0.03303797674429215,0.7326243036979285,0.012768209096997588,1.968377869575333,0.24759803820119292,71.0,0.17792683321005917,0.35022724089430185,0.25658498849623457
kernel pca:rbf,laguerre_basis,4.0,10,0.1599294681967816,0.016458110413408052,0.938838383838384,0.04515326076213454,0.7335308026369879,0.012406346734654858,1.764539758344317,0.2167701479546963,71.0,0.17034824198699636,0.3005862457501138,0.22048927010671984
kernel pca:rbf,laguerre_basis,5.0,10,0.15910382896709058,0.016032982715471586,0.9339849039849039,0.04965927227483805,0.7341271939770067,0.01296436581500809,1.7652204290486373,0.3219933927808871,31.0,0.17034946527322264,0.300704356177804,0.2207552452174736
kernel pca:rbf,chebyshev_basis,2.0,10,0.2289648406144332,0.028231092385612135,0.9591717171717173,0.031858041411410756,0.7684557770538755,0.008454828183425854,3.933483807183297,0.6249389022209315,41.0,0.23871100087226862,0.9389658565275865,0.7215537369049642
kernel pca:rbf,chebyshev_basis,3.0,10,0.22218391988535421,0.016645815278638926,0.9468787878787879,0.032112553626236495,0.7498250339655023,0.014734058447123265,4.229395955941085,0.907675610111146,71.0,0.23464874567851918,0.9924224560393771,0.7441432018078531
kernel pca:rbf,chebyshev_basis,4.0,10,0.17906617285096035,0.008547114932615606,0.9282655122655121,0.05672137465880451,0.7338576280068433,0.009132250240490821,2.2044575780417275,0.24388024167017755,61.0,0.19290404575511363,0.4252487854997684,0.31207206503965096
kernel pca:rbf,chebyshev_basis,5.0,10,0.165143263894354,0.014552577119141532,0.928124098124098,0.059557438224521274,0.7265278572139396,0.014713109187446172,1.7960327629246262,0.240738371529904,51.0,0.177932309082522,0.3195722566950405,0.23217814688167088
kernel pca:rbf,legendre_basis,2.0,10,0.2289648406144332,0.028231092385612135,0.9591717171717173,0.031858041411410756,0.7684557770538755,0.008454828183425854,3.933483807183298,0.6249389022209315,41.0,0.23871100087226862,0.9389658565275867,0.7215537369049644
kernel pca:rbf,legendre_basis,3.0,10,0.22155394393952452,0.01869500529367347,0.9459040959040959,0.046480385608774065,0.7530655028073415,0.015040203918318154,3.5230764624878432,0.3285263183952094,71.0,0.2342245317457507,0.8251909347306909,0.6214228261750279
kernel pca:rbf,legendre_basis,4.0,10,0.1967083069646007,0.011693889825377682,0.9289193029193029,0.043560450869870565,0.7351918916193267,0.01168602141045536,2.7408602219503146,0.4618610058504499,61.0,0.21176038257188542,0.5804056091762614,0.42670949771676325
kernel pca:rbf,legendre_basis,5.0,10,0.17863012144568025,0.016655898646143627,0.918937284937285,0.05565294179639193,0.7277103339107209,0.017087323759183728,1.9961994229580036,0.24454921927362053,41.0,0.1943877176099904,0.3880366497231862,0.28237827993965725
isomap:15,fourier_basis,2.0,10,0.2094699392003166,0.06137509613223507,0.7866854518030989,0.10162136129396858,0.9949543098947474,0.02174056386695855,2.733517349006065,3.123521722649582,21.0,0.26626898809455196,0.7278508984587472,0.7241783883822946
isomap:15,fourier_basis,3.0,10,0.22819178337891227,0.05329809015341982,0.7555604917957858,0.08920085235150059,0.9795978881953369,0.02482865403077189,4.8019231514815335,6.646267521716677,31.0,0.30201656367255947,1.45026032923016,1.4206719558473386
isomap:15,fourier_basis,4.0,10,0.20377755606425496,0.04283069296051205,0.7613098274274746,0.0695376426661986,0.9752085954915612,0.017887863771911983,2.0500372208657853,1.483633682864658,31.0,0.2676670505526446,0.5487274164322853,0.535123693086642
isomap:15,fourier_basis,5.0,10,0.19017587284909537,0.03786294691849279,0.7909092019092019,0.07514830514358535,0.9946353013455269,0.0154637545841443,1.7863407995273046,0.7824254196638853,11.0,0.24045221928133284,0.4295296096391309,0.4272253127202435
isomap:15,laguerre_basis,2.0,10,0.22325741388300974,0.04116214352973585,0.7946510156510157,0.09245661410236396,0.99061196727998,0.01756682266867183,3.583531316887842,4.322988709796587,21.0,0.2809502655704866,1.0067940751597948,0.9973422594398724
isomap:15,laguerre_basis,3.0,10,0.23190749966561777,0.051381668846641776,0.749546953046953,0.07303073044437013,0.9844710314326569,0.02100307428430219,3.535256958129336,4.384304229168674,31.0,0.30939689464802705,1.0937975246280467,1.07681197724906
isomap:15,laguerre_basis,4.0,10,0.23439744763026088,0.053828567089808425,0.7924106155282626,0.08425274128222984,0.9855242865797322,0.026248860655849377,3.0435092182799837,2.8896302091262247,31.0,0.2958030130300554,0.9002791969519678,0.8872470132986623
isomap:15,laguerre_basis,5.0,10,0.2271744537908016,0.054471736535810736,0.7979878161054632,0.0794168173728812,0.984528976001189,0.028598240634108887,3.939590571056334,3.976818151926536,31.0,0.2846841132230744,1.1215388481831579,1.1041874937473175
isomap:15,chebyshev_basis,2.0,10,0.22893499419990748,0.0453614915219836,0.7551941946941946,0.09988973935633765,0.9789052500542654,0.022958534181321485,3.834802921964747,5.26421427646155,31.0,0.303147184933819,1.1625097105695965,1.1379868589156426
isomap:15,chebyshev_basis,3.0,10,0.23267431761856233,0.042142434581132635,0.7443243129419599,0.07980565698870616,0.9778570424980828,0.024513406819039785,4.237210485861522,6.802431714008164,41.0,0.31259803498680766,1.3245436717058083,1.2952143574737933
isomap:15,chebyshev_basis,4.0,10,0.2445017603415251,0.0506307640661351,0.7840173421349891,0.07009009673814863,0.9873045304128582,0.024214303978300513,4.529959427319799,5.167096826438331,31.0,0.31185759191973045,1.4127022384980337,1.3947673201934947
