input_dim,geometry,geo params,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
15.0,fourier_basis,10.0,10,0.20668866297941801,0.016587680628217166,0.8958788988788988,0.09230276867282247,0.8423024540970452,0.007701820764710152,1.6562604568597301,0.11731232040638782,2.0,0.23071049361478188,0.3821166675567525,0.3218578068344374
16.0,fourier_basis,10.0,10,0.20826106153636434,0.01396599304846957,0.9212049062049061,0.08330902020965847,0.8421258880119721,0.008587305862434726,1.7980972682470615,0.2005624467229389,2.0,0.22607463348663523,0.40650418089227447,0.34232769431448595
17.0,fourier_basis,10.0,10,0.20843413189983476,0.014914970600194647,0.9333694083694084,0.06578212349530714,0.8404957028822345,0.009454182912869247,1.8724133774762706,0.2698060507589108,2.0,0.22331365269831172,0.41813547068540874,0.35144106633372657
18.0,fourier_basis,10.0,10,0.20185736433465468,0.015202271684446251,0.9714646464646466,0.026389795064427728,0.8345328539217014,0.010435472428032444,1.8574073704704255,0.24441435824349797,2.0,0.2077866292605231,0.3859444166737014,0.3220832955018503
19.0,fourier_basis,10.0,10,0.19859105752571413,0.013664036221080728,0.9755050505050505,0.02733928466644378,0.8325225345141958,0.011218578554865985,1.8656158070965945,0.25246471414950233,2.0,0.2035776825787802,0.37979774259106536,0.31619017926468385
20.0,fourier_basis,10.0,10,0.19633559048742955,0.012927114949349491,0.9674242424242424,0.02475391587997167,0.8298285970235822,0.012232375709050988,1.8675610687958617,0.2613416317115428,2.0,0.20294673409820438,0.3790154196410721,0.31451783393105515
21.0,fourier_basis,10.0,10,0.19528572824349025,0.012700956996626636,0.9674242424242424,0.02475391587997167,0.8275794498414693,0.011979466814421066,1.871734374660404,0.27197737329692545,2.0,0.20186152018904238,0.37783114625903574,0.3126852921540245
22.0,fourier_basis,10.0,10,0.19495289861449258,0.012643647367498427,0.9674242424242424,0.02475391587997167,0.8248451431215644,0.012685794906750647,1.8801603772085778,0.27723788851799286,2.0,0.2015174832976744,0.3788851874110788,0.31252160663673206
23.0,fourier_basis,10.0,10,0.1935592574959795,0.012875506981851846,0.9674242424242424,0.02475391587997167,0.8216742659879334,0.014042266502708428,1.883195673944804,0.2770920494715403,2.0,0.20007691456123175,0.3767839799579358,0.30959370016794907
24.0,fourier_basis,10.0,10,0.19361274182361815,0.012893158931045074,0.9674242424242425,0.02475391587997167,0.8198635958255107,0.013938088478074399,1.890313229894204,0.2823151871389147,2.0,0.2001321998490023,0.37831254510239987,0.31016468357355426
25.0,fourier_basis,10.0,10,0.19334800671417485,0.013017689666540272,0.9674242424242424,0.02475391587997167,0.8184420281172973,0.01401731782318848,1.8913805366646277,0.28741900168324186,2.0,0.19985855040149633,0.3780085723153967,0.3093781025715373
26.0,fourier_basis,10.0,10,0.19302656955768055,0.012789499070789828,0.9717171717171718,0.018515457353356947,0.8159356470272792,0.013936785921800025,1.890659078133035,0.290809689806515,2.0,0.19864480650946334,0.3755696067510971,0.3064406300882372
27.0,fourier_basis,10.0,10,0.19338193378057283,0.012827625110113781,0.9674242424242424,0.02475391587997167,0.815594937912252,0.013775206574857972,1.892247670984538,0.2882477418322327,2.0,0.1998936198828161,0.3782482366679273,0.30849734710059695
28.0,fourier_basis,10.0,10,0.1935939774409124,0.013252604284423127,0.9633838383838385,0.02228097146947382,0.8147996243143556,0.013782410957498957,1.893261792448358,0.29043506667670516,2.0,0.2009520709478409,0.38045487803891886,0.3099944916946751
29.0,fourier_basis,10.0,10,0.1934061560412193,0.013112673633791757,0.9633838383838385,0.02228097146947382,0.8136373481998108,0.013626941382823566,1.8964423728869604,0.29300611585812625,2.0,0.20075711085798909,0.3807242916894554,0.30977150308545975
