input_dim,geometry,geo params,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
"(9.0, 10.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10828730837945855,0.008777485749127923,1.0,0.0,0.8435711040939141,0.013259177907024737,1.0353472865883047,0.03934667824474683,91.0,0.10828730837945855,0.11211497090262339,0.09457694978978307
"(9.0, 11.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10854646883853028,0.009084102990053258,1.0,0.0,0.8453860799388151,0.0122669920809414,1.037245723906627,0.04100629588841298,91.0,0.10854646883853028,0.11258936064792947,0.09518147824097059
"(9.0, 12.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10880273879395023,0.008696314880991641,1.0,0.0,0.8444741596780684,0.01287852995213601,1.033610599404382,0.037935510674249266,111.0,0.10880273879395023,0.11245966406165331,0.09496928030614255
"(9.0, 13.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10947495988272957,0.009793417191155424,1.0,0.0,0.8488374015329967,0.013629722884904811,1.0356043121641938,0.035547976491230995,61.0,0.10947495988272957,0.11337274052855686,0.09623502247493487
"(9.0, 14.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10939063251836256,0.008497231748567983,1.0,0.0,0.8495922182400004,0.013140206222075687,1.0341448134319111,0.035355384665220306,81.0,0.10939063251836256,0.1131257552569008,0.09611076134878574
"(9.0, 15.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.109568276261428,0.009068519459056207,1.0,0.0,0.8482734660384169,0.01271763497445055,1.0361432000986508,0.036835804207691863,141.0,0.109568276261428,0.11352842439480904,0.09630315005526502
"(9.0, 16.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10851564283692994,0.009212883463326589,1.0,0.0,0.8494295228356229,0.012551287796540519,1.0352934323050114,0.03680997899219622,151.0,0.10851564283692994,0.11234553233142991,0.09542961192100055
"(9.0, 17.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.1085595534514775,0.009178572226148577,1.0,0.0,0.8510884836075621,0.012031776672156812,1.034583736366891,0.03718221188535234,141.0,0.1085595534514775,0.11231394842815082,0.0955891080556928
"(9.0, 18.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10810147996140222,0.008967241475459952,1.0,0.0,0.8519014516002967,0.011738444278468754,1.0330391827760257,0.03644367961203525,151.0,0.10810147996140222,0.11167306451620587,0.09513444576600937
"(9.0, 19.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10739366344097852,0.008848062066895727,1.0,0.0,0.8536978771084277,0.011144603118856414,1.030737713437597,0.03617637237520638,141.0,0.10739366344097852,0.11069469909284105,0.0944998296227146
"(9.0, 20.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.1072506099535396,0.008860426324852587,1.0,0.0,0.8553047781419003,0.010816603400292472,1.0309006275203871,0.03439795963594817,121.0,0.1072506099535396,0.11056472110304826,0.09456653425336377
"(9.0, 21.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10859817585415213,0.008368874683520466,1.0,0.0,0.855970314697568,0.011701727616217841,1.0311226034662948,0.03730895997228999,111.0,0.10859817585415213,0.11197803381842386,0.09584987284677118
"(9.0, 22.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10734629428475165,0.008437627893437312,1.0,0.0,0.8565272505125417,0.011269167420355223,1.0277484825247472,0.03661599945659562,111.0,0.10734629428475165,0.11032499105580844,0.09449636125185236
"(9.0, 23.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.1086350417435585,0.008923493392403177,1.0,0.0,0.8577615259771783,0.011839883481252842,1.02935913367072,0.036704614137147935,111.0,0.1086350417435585,0.11182447245543187,0.09591873013496417
"(9.0, 24.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10810238703381245,0.009449560582588891,1.0,0.0,0.8594302583938278,0.011905194935762163,1.0288880144874455,0.03697913157854961,81.0,0.10810238703381245,0.11122525035657266,0.09559034565386743
"(9.0, 25.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10866967677696279,0.009005340049467845,1.0,0.0,0.8585989990935821,0.010896717711546914,1.028509469283572,0.03701267682304221,81.0,0.10866967677696279,0.1117677915890913,0.09596371398929386
"(9.0, 26.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.1091175528181642,0.008906954050097787,1.0,0.0,0.8582475399438027,0.011086521753133538,1.0273518349932376,0.03548396002081749,111.0,0.1091175528181642,0.11210211811771251,0.09621136709701635
"(9.0, 27.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.10870628459966244,0.008014416080704254,1.0,0.0,0.8571085190882479,0.01083381203587914,1.0256263258825524,0.03626184630653752,91.0,0.10870628459966244,0.11149202727429489,0.09556076638721743
"(9.0, 28.0)","('fourier_basis', 'none')","(5.0, 0.0)",10,0.1081185644929175,0.009659065849730171,1.0,0.0,0.8565702844194242,0.011264552030298932,1.0261877099746788,0.03450460236398757,101.0,0.1081185644929175,0.11094994210273662,0.09503642346325976
