input_dim,geometry,geo params,num_inducing_latent,num_inducing_dynamics,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
17,fourier_basis,5,400,50,10,0.109931561,0.007542621,0.953005952,0.066405533,0.726860934,0.013571717,1.142773076,0.040260228,11,0.115352438,0.131821661,0.095816016
18,fourier_basis,5,400,50,10,0.11012309,0.007826609,0.953005952,0.066405533,0.737757992,0.01454231,1.142057704,0.049250255,11,0.115553412,0.131968665,0.097360937
9,fourier_basis,4,0,25,10,0.114218574,0.009389957,1,0,0.724979906,0.006142822,1.155678125,0.048128919,31,0.114218574,0.131999907,0.09569728
19,fourier_basis,5,400,50,10,0.110509987,0.008330904,0.953005952,0.066405533,0.748162511,0.01575827,1.142444559,0.05517622,11,0.115959388,0.132477172,0.099114454
20,fourier_basis,5,400,50,10,0.11069264,0.008395713,0.953005952,0.066405533,0.756349489,0.014327103,1.142368842,0.05645435,11,0.116151048,0.132687338,0.100358001
16,fourier_basis,5,400,50,10,0.110202162,0.007567623,0.953005952,0.066405533,0.714107166,0.018064965,1.151683703,0.037141899,11,0.115636384,0.133176539,0.095102321
22,fourier_basis,5,400,50,10,0.111464509,0.009322344,0.962380952,0.065757405,0.771775233,0.019264969,1.157550795,0.053318252,11,0.115821608,0.134069394,0.103471438
21,fourier_basis,5,400,50,10,0.110860925,0.008939877,0.948720238,0.064592529,0.759224653,0.015895459,1.149327732,0.053724482,11,0.116853125,0.134302537,0.101965797
24,fourier_basis,5,400,50,10,0.113310781,0.008257939,0.974761905,0.050081566,0.788683733,0.011500292,1.156385035,0.05187863,11,0.116244572,0.134423484,0.106017615
23,fourier_basis,5,400,50,10,0.111524077,0.008880031,0.947916667,0.067828419,0.774734262,0.016064647,1.154165456,0.053763253,11,0.117651773,0.135789613,0.105200865
9,fourier_basis,6,0,25,10,0.126089969,0.011053226,0.990625,0.028125,0.754491528,0.013113747,1.08122289,0.041000461,21,0.12728325,0.137621563,0.103834304
15,fourier_basis,5,400,50,10,0.115297287,0.011178306,0.909761905,0.146316304,0.702717733,0.019985982,1.250634121,0.179464128,11,0.126733474,0.158497207,0.111378798
13,fourier_basis,5,400,50,10,0.1247542,0.009766356,1,0,0.748737285,0.008599126,1.352978115,0.075782199,2,0.1247542,0.168789702,0.126379143
14,fourier_basis,5,400,50,10,0.124506751,0.015394337,0.825293561,0.153577865,0.687877218,0.019385117,1.370447646,0.171271686,11,0.150863592,0.206750655,0.142219065
9,fourier_basis,4,200,0,1,0.19069084,0,1,0,0.741175049,0,1.566735645,0,11,0.19069084,0.298762136,0.221435041
9,fourier_basis,4,400,0,1,0.19069084,0,1,0,0.741175049,0,1.566735645,0,11,0.19069084,0.298762136,0.221435041
9,fourier_basis,4,600,0,1,0.19069084,0,1,0,0.741175049,0,1.566735645,0,11,0.19069084,0.298762136,0.221435041
9,fourier_basis,5,400,50,20,0.153355481,0.042856335,0.988482143,0.028949645,0.717587689,0.013895896,2.057738399,1.014578738,18.5,0.155142389,0.319242451,0.229084453
9,fourier_basis,5,200,0,3,0.225664207,0.013965291,0.985714286,0.020203051,0.746683164,0.009067829,1.746122568,0.407283911,11,0.228934703,0.399748052,0.29848514
9,fourier_basis,5,400,0,3,0.225664207,0.013965291,0.985714286,0.020203051,0.746683164,0.009067829,1.746122568,0.407283911,11,0.228934703,0.399748052,0.29848514
9,fourier_basis,5,600,0,3,0.225664207,0.013965291,0.985714286,0.020203051,0.746683164,0.009067829,1.746122568,0.407283911,11,0.228934703,0.399748052,0.29848514
9,fourier_basis,6,200,0,3,0.224717616,0.0101192,0.86031746,0.136931789,0.725306986,0.018710872,2.084471999,0.108439416,11,0.261203133,0.544470616,0.394908342
9,fourier_basis,6,400,0,3,0.224717616,0.0101192,0.86031746,0.136931789,0.725306986,0.018710872,2.084471999,0.108439416,11,0.261203133,0.544470616,0.394908342
9,fourier_basis,6,600,0,3,0.224717616,0.0101192,0.86031746,0.136931789,0.725306986,0.018710872,2.084471999,0.108439416,11,0.261203133,0.544470616,0.394908342
9,fourier_basis,5,200,50,10,0.186924039,0.006988427,0.975714286,0.059948958,0.698655441,0.012791833,5.017150636,1.006091162,41,0.191576614,0.961168732,0.671525764
9,fourier_basis,5,600,50,10,0.186924039,0.006988427,0.975714286,0.059948958,0.698655441,0.012791833,5.017150636,1.006091162,41,0.191576614,0.961168732,0.671525764
9,fourier_basis,4,200,50,10,0.178819042,0.010302108,0.911580087,0.114640602,0.691661,0.007350119,5.20306461,1.500900244,41,0.196163831,1.020653089,0.705945937
9,fourier_basis,4,400,50,10,0.178819042,0.010302108,0.911580087,0.114640602,0.691661,0.007350119,5.20306461,1.500900244,41,0.196163831,1.020653089,0.705945937
9,fourier_basis,4,600,50,10,0.178819042,0.010302108,0.911580087,0.114640602,0.691661,0.007350119,5.20306461,1.500900244,41,0.196163831,1.020653089,0.705945937
9,fourier_basis,4,200,75,10,0.180859858,0.008308208,0.946041667,0.074053343,0.694927237,0.008626141,5.373688302,0.971814524,41,0.191175362,1.027316805,0.713910429
9,fourier_basis,4,400,75,10,0.180859858,0.008308208,0.946041667,0.074053343,0.694927237,0.008626141,5.373688302,0.971814524,41,0.191175362,1.027316805,0.713910429
9,fourier_basis,4,600,75,10,0.180859858,0.008308208,0.946041667,0.074053343,0.694927237,0.008626141,5.373688302,0.971814524,41,0.191175362,1.027316805,0.713910429
9,fourier_basis,6,200,25,10,0.177231352,0.016019122,0.933722944,0.098291557,0.695524596,0.008935165,5.541250049,1.139914623,71,0.1898115,1.051792983,0.731547889
9,fourier_basis,6,400,25,10,0.177231352,0.016019122,0.933722944,0.098291557,0.695524596,0.008935165,5.541250049,1.139914623,71,0.1898115,1.051792983,0.731547889
9,fourier_basis,6,600,25,10,0.177231352,0.016019122,0.933722944,0.098291557,0.695524596,0.008935165,5.541250049,1.139914623,71,0.1898115,1.051792983,0.731547889
9,fourier_basis,5,200,25,10,0.184543792,0.014491824,0.913422619,0.196296242,0.703130005,0.030580521,5.789678482,1.11143096,51,0.202035496,1.169720562,0.822465625
9,fourier_basis,5,400,25,10,0.184543792,0.014491824,0.913422619,0.196296242,0.703130005,0.030580521,5.789678482,1.11143096,51,0.202035496,1.169720562,0.822465625
9,fourier_basis,5,600,25,10,0.184543792,0.014491824,0.913422619,0.196296242,0.703130005,0.030580521,5.789678482,1.11143096,51,0.202035496,1.169720562,0.822465625
9,fourier_basis,6,200,75,10,0.179627614,0.016843678,0.90216804,0.130720467,0.698321113,0.007165838,5.940095446,2.076419662,71,0.199106603,1.182712225,0.825912917
9,fourier_basis,6,400,75,10,0.179627614,0.016843678,0.90216804,0.130720467,0.698321113,0.007165838,5.940095446,2.076419662,71,0.199106603,1.182712225,0.825912917
9,fourier_basis,6,600,75,10,0.179627614,0.016843678,0.90216804,0.130720467,0.698321113,0.007165838,5.940095446,2.076419662,71,0.199106603,1.182712225,0.825912917
9,fourier_basis,6,200,50,10,0.175918115,0.020117719,0.856103896,0.261745488,0.704346021,0.013875457,6.272022056,2.20536898,61,0.205486875,1.288818215,0.907773981
9,fourier_basis,6,400,50,10,0.175918115,0.020117719,0.856103896,0.261745488,0.704346021,0.013875457,6.272022056,2.20536898,61,0.205486875,1.288818215,0.907773981
9,fourier_basis,6,600,50,10,0.175918115,0.020117719,0.856103896,0.261745488,0.704346021,0.013875457,6.272022056,2.20536898,61,0.205486875,1.288818215,0.907773981
9,fourier_basis,4,200,25,10,0.201580896,0.052160611,0.906448413,0.189659195,0.700218609,0.023484363,6.702654929,1.550893006,51,0.222385403,1.490572619,1.043726686
9,fourier_basis,4,400,25,10,0.201580896,0.052160611,0.906448413,0.189659195,0.700218609,0.023484363,6.702654929,1.550893006,51,0.222385403,1.490572619,1.043726686
9,fourier_basis,4,600,25,10,0.201580896,0.052160611,0.906448413,0.189659195,0.700218609,0.023484363,6.702654929,1.550893006,51,0.222385403,1.490572619,1.043726686
10,fourier_basis,5,400,50,10,0.121535922,0.034321592,0.90375,0.28875,0.719226844,0.020228628,61.45722743,180.9889241,18,0.134479582,8.264742247,5.944224483
9,fourier_basis,5,200,75,9,0.212588379,0.072746132,0.897639933,0.259803226,,,2271455.554,6424632.073,41,0.23683035,537949.6132,
9,fourier_basis,5,400,75,9,0.212588379,0.072746132,0.897639933,0.259803226,,,2271455.554,6424632.073,41,0.23683035,537949.6132,
9,fourier_basis,5,600,75,9,0.212588379,0.072746132,0.897639933,0.259803226,,,2271455.554,6424632.073,41,0.23683035,537949.6132,
