Model,Mean,Std Dev,Difference,Statistic,p-value
GPDM_MCCV_CMU,0.7883853425858105,0.010750692237821918,-,-,-
GPDM_50_MCCV_CMU,0.7464092023074528,0.011696903440634138,-0.04197614027835772,25.691320370518913,4.3436848180038716e-30
GPDM_50_50_MCCV_CMU,0.7263884691076724,0.015468194818529435,-0.06199687347813809,24.69908687853415,2.612811296218248e-29
RNN_MCCV_CMU,0.8858545676424618,0.03834593441656721,0.09746922505665134,-16.60489254733292,9.255450337711429e-22
transformer_MCCV_CMU,0.7610932675067201,0.015641949419102536,-0.027292075079090372,12.393744029016398,1.020828042052037e-16
VAE_MCCV_CMU,1.228170442110338,0.008317872041365772,0.4397850995245276,-329.2575906047125,1.2602667889351826e-83
