Model,Mean,Std Dev,Difference,Statistic,p-value
GPDM_MCCV_CMU_50,1.1824965648847026,0.10155855306278953,-,-,-
RNN_MCCV_CMU,3677.108983911007,6946.157772721412,3675.926487346122,-3.70442441669741,0.0005383169644285775
transformer_MCCV_CMU,3.5166124674769073,1.0288754756078997,2.3341159025922043,-15.832728285027548,6.661971248582112e-21
VAE_MCCV_CMU,1.0145918361103738,0.06420779244718063,-0.16790472877432894,12.49585226622586,7.507591984126346e-17
