Model,Mean,Std Dev,Difference,Statistic,p-value
GPDM_MCCV_CMU_50,1.0,0.0,-,-,-
RNN_MCCV_CMU,0.861579694814989,0.0838757547935251,-0.13842030518501103,11.552112272256732,1.3525935528949197e-15
transformer_MCCV_CMU,0.9738067488067489,0.04364932936812962,-0.02619325119325111,4.200585919806426,0.00011208914798859382
VAE_MCCV_CMU,1.0,0.0,0.0,,
