Model,Mean,Std Dev,Difference,Statistic,p-value
GPDM_MCCV_BM_50,0.14866303090508504,0.015103495912611961,-,-,-
RNN_MCCV_BM,0.23267657696525335,0.0498934029893025,0.08401354606016828,-11.391589865817146,2.2372378791196356e-15
transformer_MCCV_BM,0.2828639683930451,0.029474379599009816,0.13640909724299796,-27.475371330767533,2.852554053774946e-21
VAE_MCCV_BM,0.16599574984161122,0.03485884064276626,0.015639542957551766,-2.370809879393346,0.023938971807317865
