Model,Mean,Std Dev,Difference,Statistic,p-value
GPDM_MCCV_BM_50,-0.40530350849812463,0.10800520045541498,-,-,-
RNN_MCCV_BM,0.05196507928479919,0.22437630225503719,0.4572685877829238,-13.837872895535941,1.4963073519252567e-18
transformer_MCCV_BM,-0.10814883040556847,0.19439747466075927,0.286696956748955,-7.483173441897157,4.7503957328970685e-08
VAE_MCCV_BM,-0.17071152875417417,0.10181023729051386,0.23360752034035664,-9.861494019087168,3.18561172813069e-11
