init,type,geometry,geo params,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
PCA,mlp geo,cocentric_circles,,4,0.330750077,0.023734005,0.938131313,0.021464646,0.925685544,0.024567431,14.56023432,8.523777223,1,0.352562666,5.133395035,4.751909574
PCA,mlp geo,fourier_basis,8,6,0.326347654,0.045994217,0.964133089,0.05262293,0.88399558,0.035825549,15.24114422,9.697761197,1,0.338488179,5.158947154,4.560486483
umap:cosine,mlp geo,fourier_basis,11,8,0.328797522,0.03627134,0.944128788,0.028414351,0.868105353,0.053879263,21.03450877,15.96407391,1,0.348254948,7.325371753,6.359194434
umap:euclidean,mlp geo,fourier_basis,11,3,0.316513509,0.031463135,0.930976431,0.020237063,0.881920379,0.015880839,22.45140164,4.72294236,1,0.339980152,7.633030948,6.731725545
umap:euclidean,mlp geo,ellipse,,7,0.55512532,0.562385833,0.848175634,0.255759134,0.986417469,0.106378159,12.0275071,7.424323526,11,0.654493359,7.871923519,7.765002875
umap:cosine,mlp geo,ellipse,,3,0.348739117,0.047095803,0.973063973,0.019046647,0.907104154,0.060025991,22.17404789,10.38578557,1,0.358392795,7.947019001,7.208773948
umap:euclidean,mlp geo,fourier_basis,10,4,0.501950571,0.347111301,0.780152508,0.235447187,0.964209295,0.073806909,14.55162553,22.67723955,11,0.643400573,9.362524213,9.027432867
umap:euclidean,mlp geo,fourier_basis,7,3,0.349941612,0.041755447,0.928266178,0.054456175,0.919853313,0.005180154,26.55274776,17.14736362,1,0.376984124,10.00996435,9.207698867
umap:euclidean,mlp geo,fourier_basis,5,3,0.295650493,0.040166766,0.972222222,0.03928371,0.921221486,0.027354651,36.71959258,20.55456216,1,0.30409765,11.16634182,10.28667401
umap:cosine,mlp geo,fourier_basis,5,2,0.419576162,0.011969891,0.96,0.04,0.909777129,0.002364488,51.25155894,41.49511044,1,0.437058502,22.39992957,20.37894361
PCA,mlp geo,fourier_basis,9,4,92.75894027,160.0687951,0.911345599,0.073800732,1.023151808,0.044498983,3.538176779,1.261741125,11,101.7823978,360.1241164,368.4616407
