input_dim,order,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
21.0,2.0,10,0.21213342974087665,0.034208996858596664,0.9453990453990453,0.043150101400525546,0.88374700192237,0.013753802330714951,1.3344281457992608,0.1486604313493854,21.0,0.22438506868952554,0.29942575115640335,0.2646166098828251
22.0,1.0,10,0.21139903105827318,0.03873506578737332,0.9486263736263737,0.0540548303765221,0.8356907211913477,0.010532555802552926,1.475390227085698,0.24974577528541766,11.0,0.2228475160880725,0.32878704736666503,0.2747642847322221
22.0,2.0,10,0.23363141343090704,0.05014472948957477,0.9585858585858587,0.03727122167170717,0.887214679370001,0.010723456641789047,1.2334714672617177,0.14991185848683133,11.0,0.24372507828935505,0.3006279299260478,0.2667215124590056
23.0,1.0,10,0.20725891959218154,0.02937119111406337,0.9488788988788988,0.05079232270459298,0.8369769465448517,0.010616734489267109,1.541310737105509,0.35142550872482275,11.0,0.21842504858845332,0.33666087264217565,0.28177738920517337
23.0,2.0,10,0.21223929767230193,0.039643627625269115,0.9413586413586413,0.039593373170315097,0.8850945422862205,0.012830289351941125,1.290979879837833,0.16367240416179188,31.0,0.2254606144221312,0.29106511691484693,0.2576201464312317
24.0,1.0,10,0.2030366406075869,0.035377405691723235,0.9417626817626819,0.06414159877956094,0.8493053171811406,0.012403411773088522,1.4423555942914352,0.18928469530637118,21.0,0.21559214921063397,0.31096054249927174,0.26410044217816353
24.0,2.0,10,0.22470925163504524,0.06088210002510203,0.941106116106116,0.04365663443798865,0.8858007616585597,0.013748768524243239,1.2687857961442905,0.18104836703554122,31.0,0.2387714284174387,0.30294979690112944,0.2683531608393264
25.0,1.0,10,0.20737669463478178,0.029926569732385205,0.9526356976356978,0.05062534458893778,0.8552340339746657,0.009039004424205833,1.4639296084309166,0.18396283665262947,21.0,0.2176873018190063,0.31867888651228066,0.2725450296544525
25.0,2.0,10,0.21767030221557593,0.04007679041575638,0.9451465201465201,0.04692801285400011,0.8891850091024016,0.012488737235012617,1.2639938892358467,0.14023541579395754,31.0,0.23030323613933623,0.2911018831513612,0.25884343061966936
26.0,1.0,10,0.20903184602338634,0.03379753568037389,0.9507836607836607,0.08633931908664495,0.8520786751331755,0.012694264545997798,1.4235197353991502,0.15838834471239843,21.0,0.2198521647407117,0.3129638953786283,0.2666698613387393
26.0,2.0,10,0.23671531397285478,0.04994712163091234,0.9585858585858587,0.03727122167170717,0.8903633705662642,0.011390634172479765,1.223955608751163,0.16507119812227727,21.0,0.2469422137335366,0.30224630753659054,0.2691090411194864
27.0,1.0,10,0.21627603390357913,0.03675856615032111,0.9666161616161617,0.036698409889802476,0.8416081271145821,0.010558964464802773,1.389356424743354,0.1657660365980799,11.0,0.22374551811959176,0.31086227310698533,0.26162421546015163
27.0,2.0,10,0.24675092267119675,0.0500998933099648,0.9626262626262626,0.039296694270559325,0.8939778930784369,0.010310074228327028,1.1848270903406388,0.15762259213905666,11.0,0.2563309689868676,0.3037078761489068,0.2715081272309266
28.0,1.0,10,0.2114322123826871,0.030290521876926994,0.9326018426018425,0.10054470350236061,0.8559513073916902,0.010316612381117996,1.3509586786854577,0.14093116569540293,21.0,0.22671219669995255,0.30627880969564547,0.2621597475853584
28.0,2.0,10,0.2336723779511579,0.04749161428036207,0.9284293484293483,0.03407564439600548,0.8949798822958733,0.009761357650170307,1.2031355829929224,0.1398047942390493,31.0,0.2516856865268945,0.3028120051905091,0.2710106527631792
29.0,1.0,10,0.22054382162642422,0.04060518135765922,0.9709090909090909,0.03292077103585738,0.8444486944335118,0.009009456127126602,1.3979245743686053,0.2212108669806362,11.0,0.22715187620699123,0.31754118986368834,0.2681472432092555
29.0,2.0,10,0.23969312112155078,0.06510150741191212,0.9330253080253081,0.03486085514797149,0.8940061263558985,0.008638590075798033,1.214132946411638,0.15842061051464673,41.0,0.2568988419283576,0.31190934788021446,0.2788488678725849
