Parameter,Optimized Value
model_type,Transformer
num_epochs,100
model_type,Transformer
input_size,117
num_classes,5
hidden_size_multiplier,35
num_layers,2
num_heads,13
dropout,0.3
max_seq_length,100
sample_len,40
scoring_method,f1_frechet_ldj:ff
score_rate,10
init_t,0
actions,"[""box_lift"", ""box_turn_cw_forward"", ""box_lateral_left"", ""bread_cutting_right"", ""jar_opening_right_open""]"
people,[1]

--- ITERATION RESULTS ---

iteration,score,loss,predicted classes,f1,smoothness,avg_freeze,label
0,0.6036141875826508,2.9789955615997314,"[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.2333333333333333,1.1720730941283175,1.3800145222014428,validation
0,0.3792653962191845,2.9789955615997314,"[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3,
       3, 3, 3], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.2333333333333333,1.1492947223053123,1.1651558659517491,test
10,0.44697214625030457,0.25153160095214844,"[array([0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.8933333333333333,0.8300603462063373,4.264243191997176,validation
10,0.47185754012905967,0.25153160095214844,"[array([0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4,
       4, 4, 4], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.868131868131868,0.8068046701381714,4.340194729079558,test
20,0.4299930407721743,0.16561517119407654,"[array([0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.9492063492063492,0.8330535449406816,3.3757443056714673,validation
20,0.46791186560904086,0.16561517119407654,"[array([0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4,
       4, 4, 4], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.9595959595959596,0.8215465655166384,3.6599728962034117,test
30,0.5260442623856163,0.1271127611398697,"[array([0, 0, 0, 0, 1, 0, 1, 1, 0, 4, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.8425396825396824,0.8613936594680011,2.9893382001522735,validation
30,0.5998083747610088,0.1271127611398697,"[array([0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4,
       4, 4, 4], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.9595959595959596,0.840951792950484,3.160278666516289,test
40,0.464463601357473,0.10248804837465286,"[array([0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 2, 4, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.7187878787878788,0.8467357370627352,1.8306119090699695,validation
40,0.5414259828881848,0.10248804837465286,"[array([0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 4, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4,
       4, 4, 4], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.9191919191919191,0.8503847799295868,2.3252022282606113,test
50,0.47261556767735746,0.08374330401420593,"[array([0, 0, 0, 0, 1, 0, 1, 1, 0, 4, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.8425396825396824,0.8758230288964245,2.7974859866938395,validation
50,0.5502952686707692,0.08374330401420593,"[array([0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 4, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4,
       4, 4, 4], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.9191919191919191,0.853460515603066,3.017692034022187,test
60,0.46839905985291486,0.07109247148036957,"[array([0, 0, 0, 0, 1, 0, 1, 1, 0, 4, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.8425396825396824,0.8853563840037353,2.451508084773574,validation
