Parameter,Optimized Value
model_type,Transformer
num_epochs,100
model_type,Transformer
input_size,117
num_classes,5
hidden_size_multiplier,35
num_layers,2
num_heads,13
dropout,0.3
max_seq_length,100
sample_len,40
scoring_method,f1_frechet_ldj:ff
score_rate,10
init_t,0
actions,"[""box_lift"", ""box_turn_cw_forward"", ""box_lateral_left"", ""bread_cutting_right"", ""jar_opening_right_open""]"
people,[1]

--- ITERATION RESULTS ---

iteration,score,loss,predicted classes,f1,smoothness,avg_freeze,label
0,0.3155604173980039,3.101600170135498,"[array([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.5,1.1318008040032894,3.7575260582158254,validation
0,0.3445692329014568,3.101600170135498,"[array([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4,
       4, 4, 4], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.5,1.141782970343366,3.639087193730686,test
10,0.45633490321747167,0.2439197152853012,"[array([0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.8254545454545454,0.8089754193469958,4.455125524482498,validation
10,0.33740880810764995,0.2439197152853012,"[array([0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 4, 3, 3, 3, 3, 4, 4,
       4, 4, 4], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.8277278277278276,0.8102688227186942,4.612859520883721,test
20,0.44123703977090656,0.16213487088680267,"[array([0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.8933333333333333,0.8314851117075459,5.158850058381013,validation
20,0.35929376566642024,0.16213487088680267,"[array([0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 2, 2, 2, 2, 4, 3, 3, 3, 3, 4, 4,
       4, 4, 4], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.8762626262626264,0.8255649382748022,4.572309369775827,test
30,0.490589180078434,0.12386245280504227,"[array([0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.8933333333333333,0.8387881685576294,4.6377977699153154,validation
30,0.44259758636710833,0.12386245280504227,"[array([0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 2, 2, 2, 2, 4, 3, 3, 3, 3, 4, 4,
       4, 4, 4], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.8762626262626264,0.8302488341424327,4.068241164388634,test
40,0.4099849434919616,0.09974036365747452,"[array([0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4],
      dtype=int64), [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]]",0.8933333333333333,0.8660195386422274,4.280380906249584,validation
40,0.328824699781644,0.09974036365747452,"[array([0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 4, 3, 3, 3, 3, 4, 4,
       4, 4, 4], dtype=int64), [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]]",0.8277278277278276,0.8501787696694277,3.6196543580253,test
