Model,Mean,Std Dev,Difference,Statistic,p-value
GPDM_MCCV_CMU_50,0.07899544304382033,0.005716323319539599,-,-,-
RNN_MCCV_CMU,0.1282732421459361,0.029678419375345773,0.04927779910211577,-11.776762397170694,6.725715180140158e-16
transformer_MCCV_CMU,0.16228715999717164,0.012949876783395466,0.0832917169533513,-49.02313701536777,2.655984922029982e-43
VAE_MCCV_CMU,0.08601977525978527,0.006238881541524,0.007024332215964935,-9.567730997839954,8.547990016290521e-13
