init,type,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
PCA,map geo,329,0.1934384495936986,0.7219211458851847,0.9583158440681239,0.16710368626775543,0.8044055385407839,0.0780170368118575,1.8082717201547907,1.0853617282215706,30.513677811550153,0.20185250070846958,0.3650041686736504,0.29361137487155886
kernel pca:rbf,map geo,322,1446.7847056056928,25918.162689300887,0.9428061672626888,0.17573878873566695,0.799356818250928,0.09734878947422954,5.292254638146128,5.936079498157019,20.751552795031056,1534.5515927268889,8121.237784083405,6491.766795344128
isomap:15,map geo,289,0.5688717614645069,5.196633879314673,0.9741814810045779,0.14368883419791068,0.8707401028862454,0.03814663759153243,1.2622759702955009,0.6638966136836899,51.0,0.5839484454969163,0.7371040906421694,0.6418260917236349
umap:cosine,map geo,327,0.2052161041226649,1.0218130419253977,0.9526636178796969,0.16901869169685857,0.8177173985126917,0.06541059243729931,1.205433222254639,0.2618255854372643,40.26605504587156,0.21541297502197648,0.2596659565961992,0.2123333705101535
umap:euclidean,map geo,329,1415.9929251516623,25641.80558232852,0.918800062272695,0.16532613868210974,0.8225088648853724,0.06559437593077855,1.340818494058727,0.6073356494987566,20.756838905775076,1541.132813649509,2066.3793783420238,1699.6153569026396
