Model,Mean,Std Dev,Difference,Statistic,p-value
GPDM_MCCV_BM_50,0.14866303090508506,0.01510349591261196,-,-,-
RNN_MCCV_BM,0.22705152374507245,0.04551103545503837,0.07838849283998739,-12.174439121730984,1.9840190158357568e-16
transformer_MCCV_BM,0.2926372535863035,0.04105635819465754,0.14397422268121843,-23.808096010662968,1.3803510537217633e-28
VAE_MCCV_BM,0.17367640193888076,0.040743787110151655,0.025013371033795695,-4.604100166926719,2.9623189505928498e-05
